ID,X,Y,OLIVE_VARIETY
402,-6.267276027,37.65188813,Oe
403,-5.727276027,38.16188813,Oe
404,-6.937276026,37.49188813,Oe
405,-5.907276027,36.29188813,Oe
406,-4.577276026,36.59188813,Oe
407,-7.227276027,37.87188813,Oe
408,-3.747276027,37.68188813,Oe
409,-4.917276027,36.53188813,Oe
410,-2.147276026,37.26188813,Oe
411,-5.217276026,37.99188813,Oe
412,-6.457276027,37.68188813,Oe
413,-5.457276027,37.01188813,Oe
414,-3.667276027,37.41188813,Oe
415,-6.027276026,37.60188813,Oe
416,-6.187276027,37.71188813,Oe
417,-4.547276026,36.86188813,Oe
418,-3.977276027,38.18188813,Oe
419,-4.857276026,36.62188813,Oe
420,-4.627276026,37.95188813,Oe
421,-3.387276027,38.30188813,Oe
422,-6.727276027,37.76188813,Oe
423,-7.207276026,37.87188813,Oe
424,-7.197276026,37.78188813,Oe
425,-4.877276027,36.75188813,Oe
426,-6.797276026,37.57188813,Oe
427,-4.357276026,36.75188813,Oe
428,-3.797276027,38.19188813,Oe
429,-5.037276026,38.17188813,Oe
430,-1.967276026,37.09188813,Oe
431,-5.517276027,36.70188813,Oe
432,-6.107276026,37.87188813,Oe
433,-4.177276026,37.52188813,Oe
434,-1.727276027,37.31188813,Oe
435,-5.317276026,36.83188813,Oe
436,-5.527276026,37.75188813,Oe
437,-3.947276026,38.19188813,Oe
438,-3.387276027,38.34188813,Oe
439,-5.347276026,37.12188813,Oe
440,-5.947276026,36.21188813,Oe
441,-3.747276027,38.32188813,Oe
442,-4.197276027,38.18188813,Oe
443,-5.337276027,36.48188813,Oe
444,-6.047276027,37.60188813,Oe
445,-5.457276027,36.21188813,Oe
446,-5.787276027,37.66188813,Oe
447,-5.717276026,37.67188813,Oe
448,-5.227276026,38.47188813,Oe
449,-5.367276027,38.23188813,Oe
450,-5.427276027,36.19188813,Oe
451,-4.517276027,36.65188813,Oe
452,-6.137276027,37.55188813,Oe
453,-4.647276027,38.04188813,Oe
454,-6.327276027,37.71188813,Oe
455,-3.217276027,36.80188813,Oe
456,-3.877276026,38.19188813,Oe
457,-5.277276027,36.44188813,Oe
458,-4.657276027,37.97188813,Oe
459,-4.557276027,36.83188813,Oe
460,-5.147276027,38.71188813,Oe
461,-4.167276027,37.18188813,Oe
462,-2.567276026,37.05188813,Oe
463,-3.487276027,38.38188813,Oe
464,-4.297276027,36.72188813,Oe
465,-6.727276027,37.78188813,Oe
466,-3.817276026,38.13188813,Oe
467,-5.417276027,36.42188813,Oe
468,-4.847276026,37.90188813,Oe
469,-5.387276026,36.95188813,Oe
470,-5.657276026,37.67188813,Oe
471,-6.237276027,37.71188813,Oe
472,-6.907276027,37.43188813,Oe
473,-5.447276026,36.46188813,Oe
474,-4.977276027,37.98188813,Oe
475,-6.057276027,37.66188813,Oe
476,-5.297276026,38.04188813,Oe
477,-4.167276027,38.23188813,Oe
478,-5.427276027,36.99188813,Oe
479,-4.857276026,36.56188813,Oe
480,-4.757276026,37.98188813,Oe
481,-5.767276026,37.65188813,Oe
482,-4.737276027,37.96188813,Oe
483,-4.727276026,37.36188813,Oe
484,-3.327276026,38.26188813,Oe
485,-5.697276027,37.70188813,Oe
486,-4.967276027,37.95188813,Oe
487,-3.707276027,38.32188813,Oe
488,-5.147276027,36.97188813,Oe
489,-3.457276026,38.12188813,Oe
490,-4.597276026,38.03188813,Oe
491,-4.037276026,38.31188813,Oe
492,-6.467276026,37.72188813,Oe
493,-5.257276026,36.44188813,Oe
494,-5.477276026,36.94188813,Oe
495,-4.227276026,36.89188813,Oe
496,-6.167276026,37.56188813,Oe
497,-2.017276026,37.21188813,Oe
498,-5.167276026,37.82188813,Oe
499,-7.147276026,37.86188813,Oe
500,-6.887276026,37.42188813,Oe
501,-4.697276027,37.67188813,Pcd
502,-4.217276026,37.27188813,Pcd
503,-4.047276026,37.40188813,Pcd
504,-3.927276027,38.10188813,Pcd
505,-3.627276027,37.30188813,Pcd
506,-4.947276026,37.12188813,Pcd
507,-4.257276027,37.43188813,Pcd
508,-4.217276026,38.05188813,Pcd
509,-3.767276026,38.05188813,Pcd
510,-4.187276026,37.38188813,Pcd
511,-5.147276027,37.06188813,Pcd
512,-3.867276026,37.24188813,Pcd
513,-4.157276027,37.36188813,Pcd
514,-4.197276027,37.50188813,Pcd
515,-4.397276026,37.70188813,Pcd
516,-4.357276026,37.97188813,Pcd
517,-4.147276026,37.30188813,Pcd
518,-3.417276026,37.81188813,Pcd
519,-3.407276026,37.70188813,Pcd
520,-3.947276026,37.28188813,Pcd
521,-4.387276027,37.55188813,Pcd
522,-4.207276027,37.28188813,Pcd
523,-4.257276027,36.85188813,Pcd
524,-4.097276026,37.36188813,Pcd
525,-4.177276026,37.80188813,Pcd
526,-4.307276026,37.27188813,Pcd
527,-5.037276026,37.09188813,Pcd
528,-4.197276027,37.48188813,Pcd
529,-3.937276027,37.83188813,Pcd
530,-4.527276027,37.56188813,Pcd
531,-4.217276026,37.36188813,Pcd
532,-4.257276027,36.88188813,Pcd
533,-4.157276027,37.54188813,Pcd
534,-4.327276026,37.38188813,Pcd
535,-4.247276027,37.43188813,Pcd
536,-4.067276027,37.40188813,Pcd
537,-4.577276026,37.62188813,Pcd
538,-4.157276027,37.28188813,Pcd
539,-4.657276027,37.61188813,Pcd
540,-3.887276027,37.79188813,Pcd
541,-5.537276026,38.35188813,Pcd
542,-4.737276027,37.35188813,Pcd
543,-4.647276027,37.55188813,Pcd
544,-4.267276026,36.80188813,Pcd
545,-3.827276026,37.07188813,Pcd
546,-5.137276026,37.12188813,Pcd
547,-4.327276026,37.70188813,Pcd
548,-4.037276026,37.49188813,Pcd
549,-4.397276026,37.63188813,Pcd
550,-4.067276027,37.59188813,Pcd
551,-5.137276026,37.11188813,Pcd
552,-4.287276027,37.48188813,Pcd
553,-4.097276026,37.33188813,Pcd
554,-4.287276027,37.63188813,Pcd
555,-4.617276027,37.58188813,Pcd
556,-4.297276027,37.71188813,Pcd
557,-4.057276026,37.60188813,Pcd
558,-4.257276027,37.56188813,Pcd
559,-3.777276026,38.08188813,Pcd
560,-4.357276026,37.59188813,Pcd
561,-4.237276026,37.43188813,Pcd
562,-4.207276027,37.47188813,Pcd
563,-4.227276026,37.34188813,Pcd
564,-4.027276027,37.43188813,Pcd
565,-4.057276026,37.57188813,Pcd
566,-4.217276026,37.46188813,Pcd
567,-3.967276026,37.55188813,Pcd
568,-5.167276026,37.00188813,Pcd
569,-4.077276027,37.36188813,Pcd
570,-5.287276027,38.24188813,Pcd
571,-4.267276026,37.31188813,Pcd
572,-4.497276026,37.67188813,Pcd
573,-5.147276027,37.05188813,Pcd
574,-4.047276026,37.61188813,Pcd
575,-4.027276027,37.52188813,Pcd
576,-4.207276027,37.45188813,Pcd
577,-4.587276026,37.53188813,Pcd
578,-4.227276026,37.56188813,Pcd
579,-4.067276027,37.29188813,Pcd
580,-4.107276027,37.40188813,Pcd
581,-4.117276027,37.38188813,Pcd
582,-4.277276026,37.60188813,Pcd
583,-4.567276027,37.65188813,Pcd
584,-3.927276027,37.10188813,Pcd
585,-4.277276026,37.32188813,Pcd
586,-4.387276027,37.58188813,Pcd
587,-3.177276027,37.75188813,Pcd
588,-4.067276027,37.52188813,Pcd
589,-4.477276027,37.66188813,Pcd
590,-4.257276027,37.30188813,Pcd
591,-4.067276027,37.58188813,Pcd
592,-3.977276027,37.55188813,Pcd
593,-4.267276026,37.34188813,Pcd
594,-3.887276027,37.30188813,Pcd
595,-4.307276026,37.28188813,Pcd
596,-4.417276026,38.09188813,Pcd
597,-5.187276027,38.25188813,Pcd
598,-5.007276027,37.10188813,Pcd
599,-4.077276027,37.60188813,Pcd
600,-4.237276026,37.63188813,Pcd
601,-2.577276027,37.42188813,Pcl
602,-3.597276026,37.30188813,Pcl
603,-3.677276026,37.49188813,Pcl
604,-3.717276027,37.71188813,Pcl
605,-4.167276027,37.88188813,Pcl
606,-6.937276026,37.35188813,Pcl
607,-4.927276027,37.69188813,Pcl
608,-3.987276027,37.22188813,Pcl
609,-3.687276026,37.74188813,Pcl
610,-3.607276026,38.10188813,Pcl
611,-4.947276026,37.00188813,Pcl
612,-3.757276027,37.09188813,Pcl
613,-4.347276027,37.35188813,Pcl
614,-3.477276027,38.00188813,Pcl
615,-4.537276026,37.56188813,Pcl
616,-2.457276027,38.24188813,Pcl
617,-3.897276027,37.61188813,Pcl
618,-3.957276026,37.87188813,Pcl
619,-3.137276026,38.17188813,Pcl
620,-3.547276026,37.68188813,Pcl
621,-3.357276027,38.15188813,Pcl
622,-6.737276026,37.25188813,Pcl
623,-3.537276027,37.30188813,Pcl
624,-3.247276026,37.51188813,Pcl
625,-2.997276027,38.22188813,Pcl
626,-4.917276027,38.19188813,Pcl
627,-3.647276026,38.04188813,Pcl
628,-4.857276026,37.67188813,Pcl
629,-4.987276026,37.66188813,Pcl
630,-3.937276027,38.07188813,Pcl
631,-3.207276027,37.49188813,Pcl
632,-2.747276026,37.47188813,Pcl
633,-2.547276027,37.64188813,Pcl
634,-2.737276026,38.44188813,Pcl
635,-3.657276027,38.15188813,Pcl
636,-4.987276026,37.65188813,Pcl
637,-4.447276026,37.48188813,Pcl
638,-3.167276027,38.29188813,Pcl
639,-2.597276026,37.73188813,Pcl
640,-3.357276027,38.00188813,Pcl
641,-2.837276026,37.63188813,Pcl
642,-4.267276026,37.29188813,Pcl
643,-3.237276026,38.01188813,Pcl
644,-2.157276026,37.32188813,Pcl
645,-4.287276027,37.82188813,Pcl
646,-5.757276026,36.71188813,Pcl
647,-3.917276026,37.98188813,Pcl
648,-3.707276027,37.90188813,Pcl
649,-3.097276026,38.36188813,Pcl
650,-3.527276027,37.77188813,Pcl
651,-4.267276026,37.95188813,Pcl
652,-4.187276026,38.06188813,Pcl
653,-2.477276026,38.21188813,Pcl
654,-2.947276027,37.68188813,Pcl
655,-3.547276026,37.15188813,Pcl
656,-4.317276026,37.54188813,Pcl
657,-3.587276026,37.71188813,Pcl
658,-4.027276027,37.95188813,Pcl
659,-5.377276027,37.78188813,Pcl
660,-4.467276027,37.51188813,Pcl
661,-3.687276026,37.95188813,Pcl
662,-4.347276027,38.15188813,Pcl
663,-4.257276027,37.48188813,Pcl
664,-4.487276026,37.69188813,Pcl
665,-5.157276027,36.72188813,Pcl
666,-4.027276027,37.77188813,Pcl
667,-3.497276026,37.39188813,Pcl
668,-3.667276027,38.17188813,Pcl
669,-4.347276027,36.93188813,Pcl
670,-3.767276026,37.69188813,Pcl
671,-3.057276026,37.81188813,Pcl
672,-6.717276027,37.36188813,Pcl
673,-4.727276026,37.66188813,Pcl
674,-4.107276027,37.83188813,Pcl
675,-4.027276027,37.72188813,Pcl
676,-3.787276026,38.06188813,Pcl
677,-4.117276027,37.78188813,Pcl
678,-3.027276027,37.78188813,Pcl
679,-2.677276027,38.27188813,Pcl
680,-3.027276027,37.88188813,Pcl
681,-3.767276026,37.52188813,Pcl
682,-4.307276026,37.86188813,Pcl
683,-4.217276026,37.13188813,Pcl
684,-5.147276027,36.88188813,Pcl
685,-3.377276026,38.20188813,Pcl
686,-6.857276027,37.40188813,Pcl
687,-2.827276026,38.19188813,Pcl
688,-5.347276026,37.77188813,Pcl
689,-2.387276026,37.34188813,Pcl
690,-4.177276026,37.54188813,Pcl
691,-4.157276027,37.29188813,Pcl
692,-3.867276026,37.84188813,Pcl
693,-3.407276026,37.47188813,Pcl
694,-4.187276026,37.60188813,Pcl
695,-3.367276026,37.54188813,Pcl
696,-3.687276026,37.02188813,Pcl
697,-3.067276026,37.61188813,Pcl
698,-4.097276026,37.80188813,Pcl
699,-2.947276027,37.99188813,Pcl
700,-4.007276026,37.40188813,Pcl
701,-6.857276027,37.34188813,Vrd
702,-6.737276026,37.31188813,Vrd
703,-6.477276026,37.39188813,Vrd
704,-6.757276026,37.37188813,Vrd
705,-6.407276027,37.36188813,Vrd
706,-6.887276026,37.40188813,Vrd
707,-6.577276026,37.33188813,Vrd
708,-6.887276026,37.39188813,Vrd
709,-6.117276026,37.43188813,Vrd
710,-6.377276026,37.28188813,Vrd
711,-6.617276026,37.40188813,Vrd
712,-6.167276026,37.43188813,Vrd
713,-6.507276027,37.24188813,Vrd
714,-6.357276027,37.27188813,Vrd
715,-6.457276027,37.28188813,Vrd
716,-6.147276027,37.43188813,Vrd
717,-7.047276027,37.38188813,Vrd
718,-6.697276026,37.42188813,Vrd
719,-6.697276026,37.30188813,Vrd
720,-6.447276027,37.42188813,Vrd
721,-6.407276027,37.37188813,Vrd
722,-7.097276026,37.42188813,Vrd
723,-6.277276027,37.35188813,Vrd
724,-6.187276027,37.41188813,Vrd
725,-6.287276026,37.24188813,Vrd
726,-6.267276027,37.37188813,Vrd
727,-6.507276027,37.38188813,Vrd
728,-7.137276027,37.56188813,Vrd
729,-6.697276026,37.43188813,Vrd
730,-6.777276027,37.43188813,Vrd
731,-6.667276026,37.31188813,Vrd
732,-6.817276027,37.36188813,Vrd
733,-6.987276027,37.38188813,Vrd
734,-6.317276027,37.26188813,Vrd
735,-6.687276027,37.42188813,Vrd
736,-6.327276027,37.29188813,Vrd
737,-7.087276027,37.45188813,Vrd
738,-6.547276027,37.38188813,Vrd
739,-6.407276027,37.48188813,Vrd
740,-6.677276027,37.41188813,Vrd
741,-6.507276027,37.29188813,Vrd
742,-6.447276027,37.29188813,Vrd
743,-6.407276027,37.33188813,Vrd
744,-6.637276027,37.40188813,Vrd
745,-6.507276027,37.34188813,Vrd
746,-6.847276026,37.38188813,Vrd
747,-6.387276026,37.35188813,Vrd
748,-6.357276027,37.49188813,Vrd
749,-6.647276026,37.34188813,Vrd
750,-7.237276026,37.76188813,Vrd
751,-6.517276026,37.25188813,Vrd
752,-6.697276026,37.36188813,Vrd
753,-6.407276027,37.39188813,Vrd
754,-6.687276027,37.43188813,Vrd
755,-7.247276026,37.74188813,Vrd
756,-6.367276027,37.30188813,Vrd
757,-6.447276027,37.47188813,Vrd
758,-6.447276027,37.46188813,Vrd
759,-7.287276026,37.33188813,Vrd
760,-6.567276026,37.33188813,Vrd
761,-6.437276026,37.49188813,Vrd
762,-6.697276026,37.49188813,Vrd
763,-6.287276026,37.22188813,Vrd
764,-6.757276026,37.44188813,Vrd
765,-6.767276027,37.29188813,Vrd
766,-6.527276026,37.38188813,Vrd
767,-6.847276026,37.40188813,Vrd
768,-6.827276026,37.35188813,Vrd
769,-6.547276027,37.40188813,Vrd
770,-6.987276027,37.35188813,Vrd
771,-6.447276027,37.36188813,Vrd
772,-6.277276027,37.34188813,Vrd
773,-6.517276026,37.39188813,Vrd
774,-6.727276027,37.38188813,Vrd
775,-6.647276026,37.36188813,Vrd
776,-7.227276027,37.75188813,Vrd
777,-7.117276026,37.44188813,Vrd
778,-6.457276027,37.41188813,Vrd
779,-6.637276027,37.36188813,Vrd
780,-6.527276026,37.32188813,Vrd
781,-6.797276026,37.36188813,Vrd
782,-6.557276026,37.30188813,Vrd
783,-6.367276027,37.25188813,Vrd
784,-6.697276026,37.32188813,Vrd
785,-6.537276027,37.36188813,Vrd
786,-6.527276026,37.34188813,Vrd
787,-7.017276026,37.36188813,Vrd
788,-6.497276027,37.31188813,Vrd
789,-6.407276027,37.40188813,Vrd
790,-6.517276026,37.33188813,Vrd
791,-6.527276026,37.36188813,Vrd
792,-7.287276026,37.31188813,Vrd
793,-7.017276026,37.38188813,Vrd
794,-6.657276026,37.36188813,Vrd
795,-6.827276026,37.40188813,Vrd
796,-6.687276027,37.36188813,Vrd
797,-6.557276026,37.34188813,Vrd
798,-6.857276027,37.41188813,Vrd
799,-7.147276026,37.42188813,Vrd
800,-6.727276027,37.39188813,Vrd
